"proteinName"	"ac"	"geneName"	"proteinDescription"	"idScore"	"idQValue"	"nbPeptides"	"allAccessions"	"R424_B_IL38_1_AL_250425_0944_Expl"	"R424_B_IL38_2_AL_250425_0944_Expl"	"R424_B_IL38_3_AL_250425_0944_Expl"	"R424_B_CD3_1_AL_250425_0944_Expl"	"R424_B_CD3_2_AL_250425_0944_Expl"	"R424_B_CD3_3_AL_250425_0944_Expl_"	"R424_B_G_1_AL_250425_0944_Expl_"	"R424_B_G_2_AL_250425_0944_Expl_"	"R424_B_G_3_AL_250425_0944_Expl"	"medianInt_IL38"	"medianInt_antiCD3"	"medianInt_Glycine"	"cv_IL38"	"cv_antiCD3"	"cv_Glycine"	"log2ratio_antiCD3"	"log2ratio_Glycine"	"fracNAFeatures.IL38"	"fracNAFeatures.antiCD3"	"fracNAFeatures.Glycine"	"pValue_antiCD3"	"pValue_Glycine"	"qValue_antiCD3"	"qValue_Glycine"	"FTestPValue"	"FTestQValue"
"sp|P05556|ITB1_HUMAN"	"P05556"	"ITGB1"	"Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2"	36.929	0	28	"sp|P05556|ITB1_HUMAN"	9702359.00222609	13435063.3371427	12990633.7316999	16163833.2118323	15786352.2475013	14740445.5518372	29741924.4684787	29762755.0839434	26585776.951918	12990633.7316999	15786352.2475013	29741924.4684787	0.169308368904796	0.0473791749702363	0.063708997753093	0.281206033594032	1.19502618826778	0	0.00900900900900901	0	0.0510048005180635	0.000120076409456668	0.131314400382371	0.000299294931033784	3.47905339578962e-05	0.00010563671219943
"sp|P05771|KPCB_HUMAN"	"P05771"	"PRKCB"	"Protein kinase C beta type OS=Homo sapiens OX=9606 GN=PRKCB PE=1 SV=4"	4.97	0	5	"sp|P05771|KPCB_HUMAN"	218875.521522445	285458.637559849	280526.233629121	321373.188342385	274758.691149173	267300.933898378	187926.506580094	175208.506539588	179757.534024321	280526.233629121	274758.691149173	179757.534024321	0.141808575580174	0.101816757247209	0.0356108624590806	-0.0299705747600001	-0.642083453513219	0	0	0	0.394370342644268	0.00636744575552314	0.524779659136198	0.00861023029289363	0.00199146415162934	0.00286013263949112
"sp|P05783|K1C18_HUMAN"	"P05783"	"KRT18"	"Keratin, type I cytoskeletal 18 OS=Homo sapiens OX=9606 GN=KRT18 PE=1 SV=2"	1.9965	0	2	"sp|P05783|K1C18_HUMAN"	7369.73916597788	4873.37993615572	361941.67844093	11894.668754959	3559.61543038593	5386.6209506789	798.284148183384	1368.51567665028	1558.46697106011	7369.73916597788	5386.6209506789	1368.51567665028	1.64707359531121	0.630653371136887	0.318602795712039	-0.452233011310346	-2.42900159834732	0	0.166666666666667	0	0.273647664190696	0.0345375651764109	0.408028213570056	0.0420813393136863	0.046630996565904	0.0514018245973992
"sp|P05787|K2C8_HUMAN"	"P05787"	"KRT8"	"Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7"	4.9775	0	5	"sp|P05787|K2C8_HUMAN"	50687.7009944447	43387.2132556542	1196935.08526546	59910.6037247625	40564.7091160219	45179.264981636	58961.3972689777	59607.4174622066	57132.6996347863	50687.7009944447	45179.264981636	58961.3972689777	1.54275429377934	0.208113086386894	0.0219166391935898	-0.16597493031594	0.21813498373769	0.133333333333333	0.2	0	0.263828883850768	0.357654489815467	0.399631960118624	0.378626306175486	0.373038453753945	0.381607484085199
"sp|P06127|CD5_HUMAN"	"P06127"	"CD5"	"T-cell surface glycoprotein CD5 OS=Homo sapiens OX=9606 GN=CD5 PE=1 SV=2"	31.9665	0	20	"sp|P06127|CD5_HUMAN"	21557083.754782	23486306.5958122	22806005.1311567	29707878.8278939	27423586.2808374	28905165.3224166	53850024.2477443	58304582.6299261	52000374.3174963	22806005.1311567	28905165.3224166	53850024.2477443	0.0432639679446862	0.0404073323772167	0.0592225534401558	0.341913568211119	1.23953323876272	0.0208333333333333	0.0104166666666667	0	0.0194305397867932	7.23627414633678e-06	0.0686751353310998	6.71365434687912e-05	1.2724353243363e-06	1.30767199485638e-05
"sp|P06239|LCK_HUMAN"	"P06239"	"LCK"	"Tyrosine-protein kinase Lck OS=Homo sapiens OX=9606 GN=LCK PE=1 SV=6"	16.97	0	15	"sp|P06239|LCK_HUMAN"	1845060.09362231	1921735.65049729	1646870.94504955	1682087.57130301	1479954.14818308	1490273.24308821	2262850.19838347	2374568.81319282	2044170.72754448	1845060.09362231	1490273.24308821	2262850.19838347	0.078600150416156	0.0734085528352924	0.0754580172744303	-0.3080909311225	0.294473275119007	0	0	0	0.129339669275831	0.0308378010946718	0.248272698494986	0.0378670057559573	0.00389761156910212	0.0051968154254695
"sp|P06396|GELS_HUMAN"	"P06396"	"GSN"	"Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1"	10.9493	0	11	"sp|P06396|GELS_HUMAN"	980197.947807378	906542.679121549	788476.764142093	1200520.41405303	996700.803089426	894165.84189518	473663.010622934	465912.622502504	494267.80963949	906542.679121549	996700.803089426	473663.010622934	0.108455566666499	0.151332863451079	0.030662685385624	0.136785548695592	-0.936513929088779	0.0303030303030303	0	0	0.247764453115202	0.000156760127226012	0.381351738896209	0.000361088844782677	6.17372828533391e-05	0.00016329491167347
"sp|P06702|S10A9_HUMAN"	"P06702"	"S100A9"	"Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1"	14.944	0	7	"sp|P06702|S10A9_HUMAN"	4384026.42460733	4032369.6985373	4289074.11633182	8693382.4964167	9879574.16528683	7442087.85338522	3515667.96244132	2922688.82875979	3208945.33210474	4289074.11633182	8693382.4964167	3208945.33210474	0.0429554007827585	0.140559596188388	0.092217001602244	1.01925137619188	-0.418567034399317	0	0	0	0.000274530030677088	0.0083944822685351	0.0078861506563527	0.0110601857108115	7.32108498551368e-06	3.44400335938249e-05
"sp|P06729|CD2_HUMAN"	"P06729"	"CD2"	"T-cell surface antigen CD2 OS=Homo sapiens OX=9606 GN=CD2 PE=1 SV=2"	6.9895	0	6	"sp|P06729|CD2_HUMAN"	1643087.87397942	1691070.58802269	1964268.2850667	2786339.91011146	2213721.30773814	2183482.21264623	3672501.12016182	3913990.92604747	3419251.50044524	1691070.58802269	2213721.30773814	3672501.12016182	0.0980959199678911	0.141852327837412	0.0674356088541584	0.388536726754346	1.11882604939262	0	0.0476190476190476	0	0.0263896931128493	6.32273236578213e-05	0.0858798719749925	0.000189398440374101	0.00010294268460824	0.000237943644700015
"sp|P06733|ENOA_HUMAN"	"P06733"	"ENO1"	"Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2"	36.7955	0	22	"sp|P06733|ENOA_HUMAN"	15121173.6017871	11730678.8012002	11203577.8830446	15798228.9702474	13199549.9615363	13788736.6830548	7170189.21333484	7210041.87274385	6886339.98333914	11730678.8012002	13788736.6830548	7170189.21333484	0.16760254684001	0.0955319856433089	0.0249000980755986	0.233203785927515	-0.710203402340348	0	0	0	0.309027098079555	0.000746850892394122	0.442983050465971	0.00128581545391565	0.000118788450609519	0.000264502283357196
"sp|P06744|G6PI_HUMAN"	"P06744"	"GPI"	"Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4"	9.9714	0	9	"sp|P06744|G6PI_HUMAN"	812826.514963889	608026.162635065	838376.660958656	994131.126657625	948346.637128472	1085376.64703217	580618.480457014	554367.009684942	614710.82538558	812826.514963889	994131.126657625	580618.480457014	0.167665795866897	0.0691187743318576	0.0518776142182942	0.290488692331131	-0.485356972474076	0	0	0	0.0345979625274915	0.0503805405182476	0.100923314272333	0.0596705692662932	0.00124770674168265	0.00188567444218102
"sp|P07195|LDHB_HUMAN"	"P07195"	"LDHB"	"L-lactate dehydrogenase B chain OS=Homo sapiens OX=9606 GN=LDHB PE=1 SV=2"	19.804	0	14	"sp|P07195|LDHB_HUMAN"	4956471.73135978	5543750.76155315	6750783.11852642	7225248.44606883	6063487.70876126	5476451.89380473	4398864.20080254	4276713.37381384	4330074.45947769	5543750.76155315	6063487.70876126	4330074.45947769	0.159089908830631	0.14228457214964	0.0141256113558789	0.129285470809503	-0.356470564010447	0	0	0	0.499354493853992	0.0229635433231657	0.616578192041528	0.0284594562891924	0.0158965313639259	0.0186623601952592
"sp|P07204|TRBM_HUMAN"	"P07204"	"THBD"	"Thrombomodulin OS=Homo sapiens OX=9606 GN=THBD PE=1 SV=2"	1.9917	0	2	"sp|P07204|TRBM_HUMAN"	62259.1751049779	51845.8154053422	78400.1598882078	104659.469552265	115224.268751713	166706.196956666	79619.2481651647	90541.1010083941	75684.567813434	62259.1751049779	115224.268751713	79619.2481651647	0.208509656293458	0.257605392634964	0.0939280124065493	0.88808624467978	0.354830786171263	0	0	0	0.00483796576505383	0.0723844790815999	0.0299091309308003	0.0840918817852326	0.00374031523113155	0.0050171296674616
"sp|P07237|PDIA1_HUMAN"	"P07237"	"P4HB"	"Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3"	19.9265	0	20	"sp|P07237|PDIA1_HUMAN"	1250123.10865776	1493099.86259661	1593081.20375371	1182449.54890015	1041778.4129968	942413.135588974	460330.884713886	473809.38509548	488811.72318197	1493099.86259661	1041778.4129968	473809.38509548	0.122023872939268	0.114262159875493	0.0300372998465549	-0.519262212089892	-1.65593197957459	0.0166666666666667	0.0166666666666667	0	0.0231239461766736	6.94968501491797e-06	0.0772339802300897	6.62709581847032e-05	2.71764971728112e-06	1.95203227004708e-05
"sp|P07339|CATD_HUMAN"	"P07339"	"CTSD"	"Cathepsin D OS=Homo sapiens OX=9606 GN=CTSD PE=1 SV=1"	4.988	0	5	"sp|P07339|CATD_HUMAN"	661680.858612445	396240.150311647	449922.060695527	391372.166340495	381783.153382458	260868.021897372	208401.802949601	155095.987300635	204942.405233657	449922.060695527	381783.153382458	204942.405233657	0.279232339176635	0.21103009844329	0.157418562740449	-0.236921663669325	-1.13445657975459	0	0	0	0.0776369405610217	0.000694693687243407	0.173449753494189	0.00121253344701007	0.00104987249446148	0.00161966472586667
"sp|P07355|ANXA2_HUMAN"	"P07355"	"ANXA2"	"Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2"	24.8123	0	21	"sp|P07355|ANXA2_HUMAN"	6590099.34872222	3445061.11548273	4629052.90881509	5382430.3066867	4182916.92708709	4173403.69175484	1912966.47898737	2236310.74254266	1994772.1811597	4629052.90881509	4182916.92708709	1994772.1811597	0.32496205955438	0.151826439229837	0.0820888341775727	-0.146207706055847	-1.21449306372221	0	0	0	0.84038382065601	0.00193990243351325	0.886850540597496	0.00294512460360647	0.000857702525187812	0.00136091517060679
"sp|P07359|GP1BA_HUMAN"	"P07359"	"GP1BA"	"Platelet glycoprotein Ib alpha chain OS=Homo sapiens OX=9606 GN=GP1BA PE=1 SV=2"	18.8797	0	16	"sp|P07359|GP1BA_HUMAN"	3611266.94765729	4207083.58729467	4021804.91632712	7307741.85221578	6790152.85519874	6911039.86238967	8750146.39151851	9353103.07620497	8068569.96496758	4021804.91632712	6911039.86238967	8750146.39151851	0.0772598021071347	0.0386643696419961	0.0736671088228908	0.78105969729144	1.12146405043759	0.0175438596491228	0	0	0.000319592657463382	3.1279003024428e-05	0.0078861506563527	0.000120481721913733	7.15066123198126e-06	3.4118869306882e-05
"sp|P07384|CAN1_HUMAN"	"P07384"	"CAPN1"	"Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1"	7.9234	0	8	"sp|P07384|CAN1_HUMAN"	525551.633809912	386141.23092426	458449.622171131	351582.789653961	323812.060318498	342263.664704501	248628.634162518	232569.88160077	281950.013212478	458449.622171131	342263.664704501	248628.634162518	0.152658726852762	0.0416645235112829	0.0990158928218471	-0.421655067042526	-0.882770749707198	0	0	0	0.0279040452425655	0.00104545254065542	0.0883407688248046	0.00174590574289455	0.000681727302414302	0.0011216596995388
"sp|P07477|TRY1_HUMAN"	"P07477"	"PRSS1"	"Serine protease 1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1"	6.8662	0	3	"sp|P07477|TRY1_HUMAN"	25249186.3031864	49311032.2170116	39084712.7686387	14803776.2619244	47989254.9116351	60678580.5256612	19615609.4128129	18150453.3270127	16504013.9433506	39084712.7686387	47989254.9116351	18150453.3270127	0.318781121977319	0.575554822580746	0.0860517095208459	0.29610697820279	-1.10659885400083	0	0	0	0.919810433961664	0.00563967928107485	0.943830061269419	0.00771988885196312	0.120650637541896	0.128951401404779
"sp|P07711|CATL1_HUMAN"	"P07711"	"CTSL"	"Procathepsin L OS=Homo sapiens OX=9606 GN=CTSL PE=1 SV=2"	2.9674	0	3	"sp|P07711|CATL1_HUMAN"	187538.891587467	186526.551924847	198678.415273697	347477.609798314	298547.966213521	249609.845718729	87615.4659934779	99532.2564000461	89644.8726526492	187538.891587467	298547.966213521	89644.8726526492	0.0353177254742636	0.16390781644085	0.0691014306988089	0.670772929753351	-1.06489683710844	0.111111111111111	0	0	0.00521498457785901	2.5037796010632e-05	0.0305579798071036	0.000113777195476886	2.87472205624226e-06	2.00123761958792e-05
"sp|P07858|CATB_HUMAN"	"P07858"	"CTSB"	"Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3"	11.9832	0	8	"sp|P07858|CATB_HUMAN"	3802390.13732987	4312596.37708739	3946159.99083947	5298908.3448355	4858052.00353534	4146384.02138938	2079246.90747626	1889065.99236701	1970697.85341451	3946159.99083947	4858052.00353534	1970697.85341451	0.0654357209720316	0.121973032365288	0.0481935845751109	0.2999284844946	-1.00174284911946	0	0	0	0.130225311867651	3.25901779403555e-05	0.248567144187832	0.0001229956997975	7.1186453677231e-06	3.4118869306882e-05
"sp|P07900|HS90A_HUMAN"	"P07900"	"HSP90AA1"	"Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5"	16.8589	0	16	"sp|P07900|HS90A_HUMAN"	2537117.94338231	2837568.96152831	3659857.77604177	3159113.07268789	2589378.21314909	2659650.36867498	1440400.35399853	1389850.28171452	1648738.48896273	2837568.96152831	2659650.36867498	1440400.35399853	0.193002749371261	0.110836935247467	0.0919120688978388	-0.0934188497677759	-0.978185595489514	0	0	0	0.61904553511099	0.000666311445392012	0.717920863635662	0.00117439589847458	0.00029625977411301	0.000563822020249261
"sp|P07996|TSP1_HUMAN"	"P07996"	"THBS1"	"Thrombospondin-1 OS=Homo sapiens OX=9606 GN=THBS1 PE=1 SV=2"	13.8559	0	13	"sp|P07996|TSP1_HUMAN"	282489.929579845	270341.973763668	319246.116980499	466287.446435823	352560.352492493	437123.515096698	458674.358166762	491046.327076404	452068.71721819	282489.929579845	437123.515096698	458674.358166762	0.0875944425408162	0.141093063013047	0.044642899971939	0.629841551981176	0.699270818797554	0	0	0	0.0130125551575862	0.000468576211875864	0.0533890332251113	0.000879238509924374	0.00146136403879651	0.00217899816499123
"sp|P08069|IGF1R_HUMAN"	"P08069"	"IGF1R"	"Insulin-like growth factor 1 receptor OS=Homo sapiens OX=9606 GN=IGF1R PE=1 SV=1"	8.9451	0	9	"sp|P08069|IGF1R_HUMAN"	99683.8348686005	134983.834666087	126997.81404321	152354.914088467	114493.672836163	139714.796026193	349717.026489975	330302.184307013	326381.296646176	126997.81404321	139714.796026193	330302.184307013	0.153547117937462	0.142235045508477	0.0372489008741054	0.137681147866296	1.37898284553463	0.0740740740740741	0	0	0.368960136410663	2.56254415035091e-05	0.500228563843229	0.000114347380766192	1.12542837209504e-05	4.6406552627129e-05
"sp|P08174|DAF_HUMAN"	"P08174"	"CD55"	"Complement decay-accelerating factor OS=Homo sapiens OX=9606 GN=CD55 PE=1 SV=4"	17.9453	0	16	"sp|P08174|DAF_HUMAN"	6893492.4281838	7733141.27446061	8160051.98738286	10051754.2156501	8266657.48513841	8244414.96838621	17345288.0172542	18189162.4782476	16565645.5860164	7733141.27446061	8266657.48513841	17345288.0172542	0.0848377887814043	0.117130595619996	0.0467544352097658	0.0962495429655768	1.16541732210185	0	0	0	0.166027913531495	1.89867193896386e-05	0.285841871750099	9.84709700305893e-05	1.12128857246164e-05	4.6406552627129e-05
"sp|P08183|MDR1_HUMAN"	"P08183"	"ABCB1"	"ATP-dependent translocase ABCB1 OS=Homo sapiens OX=9606 GN=ABCB1 PE=1 SV=3"	18.8638	0	18	"sp|P08183|MDR1_HUMAN"	353052.35321759	408775.324557279	443267.915898351	524914.220162833	413110.455039006	473716.489129549	942875.653618665	941605.277729701	790050.84315582	408775.324557279	473716.489129549	941605.277729701	0.113324342514498	0.118933599716873	0.0985619421925559	0.212715778535475	1.20381429514886	0.0526315789473684	0	0	0.178772426765961	9.12097473508546e-05	0.297805439101402	0.000244691209760526	5.40457844298215e-05	0.000146164307688748
"sp|P08195|4F2_HUMAN"	"P08195"	"SLC3A2"	"4F2 cell-surface antigen heavy chain OS=Homo sapiens OX=9606 GN=SLC3A2 PE=1 SV=3"	32.6721	0	28	"sp|P08195|4F2_HUMAN"	4601562.19275833	5399236.44225257	5061354.08121732	5819452.49086869	6620195.03152467	6594935.77391973	14262912.1239275	13228761.0730692	13984531.3918669	5061354.08121732	6594935.77391973	13984531.3918669	0.0797469167285569	0.0717419085059557	0.0387059328834449	0.381835203921383	1.46623660054054	0	0.0101010101010101	0	0.0339832006296443	4.508844902597e-06	0.0995648158798352	6.56747162000348e-05	9.37433393095488e-07	1.18127526252487e-05
"sp|P08238|HS90B_HUMAN"	"P08238"	"HSP90AB1"	"Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4"	11.9502	0	12	"sp|P08238|HS90B_HUMAN"	1736904.68571987	1693605.36703293	2047972.87840487	1660937.81433842	1442422.3951203	1588445.25992442	874902.261659148	816387.463359584	1068096.14481706	1736904.68571987	1588445.25992442	874902.261659148	0.105856430675478	0.0711669666088927	0.143208644727305	-0.128903213379978	-0.989324824337483	0	0	0	0.143533328144817	0.000333878549452125	0.267075942063337	0.000667757098904249	0.00014325638394766	0.000309693412547044
"sp|P08246|ELNE_HUMAN"	"P08246"	"ELANE"	"Neutrophil elastase OS=Homo sapiens OX=9606 GN=ELANE PE=1 SV=1"	1.9745	0	2	"sp|P08246|ELNE_HUMAN"	39808.0207449779	37796.6914112588	50800.4607086433	73579.855196237	60772.5525840693	111034.701176272	28661.2796893187	26516.3009795231	18165.3786223712	39808.0207449779	73579.855196237	26516.3009795231	0.16353847090381	0.319318513376663	0.226823816773963	0.886251694710495	-0.586179608687113	0	0	0	0.0103850450352562	0.00705814117644703	0.0472041823685995	0.00944857375925173	0.000424385364192564	0.000762068342152238
"sp|P08311|CATG_HUMAN"	"P08311"	"CTSG"	"Cathepsin G OS=Homo sapiens OX=9606 GN=CTSG PE=1 SV=2"	4.9696	0	4	"sp|P08311|CATG_HUMAN"	85551.1011644447	131899.773356069	89114.2338172873	147422.041789454	192296.649108824	251181.840307322	94490.0617041964	103515.449963659	107825.109267896	89114.2338172873	192296.649108824	103515.449963659	0.252400870396418	0.264193264254387	0.0667533731861699	1.10960583254016	0.21611831949097	0	0	0	0.00961946646082599	0.904791869974295	0.044935689481341	0.908873637808766	0.00398927775278115	0.00528737606916232
"sp|P08514|ITA2B_HUMAN"	"P08514"	"ITGA2B"	"Integrin alpha-IIb OS=Homo sapiens OX=9606 GN=ITGA2B PE=1 SV=3"	47.9184	0	39	"sp|P08514|ITA2B_HUMAN"	17035746.4895879	21235349.4784697	17207110.660993	27952034.8999827	26359614.5169305	23906498.8830257	33559934.0489569	36210018.3835083	35002937.9461531	17207110.660993	26359614.5169305	35002937.9461531	0.128521725850468	0.0781648683831781	0.0379904934282631	0.61532440553604	1.02447115171107	0	0.00694444444444444	0.0138888888888889	0.0112325978198306	0.000188101912431362	0.0486752037576224	0.000420241061886789	0.000134980155004538	0.000296601130075761
"sp|P08571|CD14_HUMAN"	"P08571"	"CD14"	"Monocyte differentiation antigen CD14 OS=Homo sapiens OX=9606 GN=CD14 PE=1 SV=2"	18.9241	0	14	"sp|P08571|CD14_HUMAN"	968601.42220589	1255551.18516984	1067425.00547526	1354586.29609631	1377238.00359277	1437183.82227142	1998756.65506102	2014157.80006758	1864453.01550182	1067425.00547526	1377238.00359277	1998756.65506102	0.132859541720724	0.0307115796348852	0.042032601598222	0.367643183010355	0.904968123933852	0.0175438596491228	0	0	0.0405912471139728	0.000377674477888218	0.110673277845444	0.000742019268321557	0.000189541264539642	0.000388385167829695
"sp|P08575|PTPRC_HUMAN"	"P08575"	"PTPRC"	"Receptor-type tyrosine-protein phosphatase C OS=Homo sapiens OX=9606 GN=PTPRC PE=1 SV=3"	209.1281	0	77	"sp|P08575|PTPRC_HUMAN"	544119672.826245	623510704.656537	624785796.607125	750514789.563109	693738944.39141	675794779.632522	1187921194.10679	1225866210.75722	1131984093.87641	623510704.656537	693738944.39141	1187921194.10679	0.0773407202036788	0.0551951851211792	0.0399581807265346	0.153978546384796	0.929952897805514	0.0238095238095238	0.026984126984127	0.00158730158730159	0.0881609553910405	4.83253764445681e-05	0.191829049515358	0.000155948557801795	1.60544101993808e-05	6.0589525498228e-05
"sp|P08637|FCG3A_HUMAN"	"P08637"	"FCGR3A"	"Low affinity immunoglobulin gamma Fc region receptor III-A OS=Homo sapiens OX=9606 GN=FCGR3A PE=1 SV=2"	12.8136	0	10	"sp|P08637|FCG3A_HUMAN"	1957478.38645936	1975418.12220442	2057314.65405398	2429541.33581295	2090464.79185754	2293460.19811493	5605443.64967978	5277772.52592601	4978454.0394588	1975418.12220442	2293460.19811493	5277772.52592601	0.0266550104133298	0.0751314245525825	0.0593131036282873	0.215367820122236	1.41777112103493	0	0.0512820512820513	0	0.162120055512267	3.3640099551369e-06	0.284187280189156	6.56747162000348e-05	6.14450926140752e-07	1.16208714113106e-05
"sp|P08648|ITA5_HUMAN"	"P08648"	"ITGA5"	"Integrin alpha-5 OS=Homo sapiens OX=9606 GN=ITGA5 PE=1 SV=2"	19.944	0	18	"sp|P08648|ITA5_HUMAN"	1562678.81790778	2128263.58924849	1918038.99478281	3103326.95052042	2851189.44194893	2677907.47268746	5348987.21297087	5080022.9945997	4712288.89634064	1918038.99478281	2851189.44194893	5080022.9945997	0.152904319389213	0.074344469118359	0.0633281408941857	0.571931848199561	1.40520297590179	0	0	0	0.00564999205953403	3.47334315195276e-05	0.0326307712816602	0.00012609745790785	1.11114411657074e-05	4.63902668668283e-05
"sp|P08670|VIME_HUMAN"	"P08670"	"VIM"	"Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4"	45.6999	0	36	"sp|P08670|VIME_HUMAN"	12792891.2295905	13059752.2821533	16555371.7168929	14499260.5051392	12667082.9132038	11825509.42571	6745401.30912952	7296721.70632544	6783854.4863236	13059752.2821533	12667082.9132038	6783854.4863236	0.148519845854476	0.105184876385324	0.0443396574840726	-0.0440432057745852	-0.944950402515417	0	0	0	0.48208955371861	0.000171760325257779	0.604194787774918	0.000391590093079168	7.64891571147595e-05	0.000193540746032801
"sp|P08754|GNAI3_HUMAN"	"P08754"	"GNAI3"	"Guanine nucleotide-binding protein G(i) subunit alpha-3 OS=Homo sapiens OX=9606 GN=GNAI3 PE=1 SV=3"	3.9934	0	4	"sp|P08754|GNAI3_HUMAN"	325307.976809956	357731.564304495	348626.026710502	274712.32540442	310703.539984041	260740.698510894	207551.578654311	201666.159086869	230570.960592955	348626.026710502	274712.32540442	207551.578654311	0.048628825464123	0.0913924589968477	0.0716268450378047	-0.343758637356785	-0.748210372785174	0	0	0	0.0553686288580543	0.000359403665959709	0.136986089174742	0.000710300736275401	0.000512356519512982	0.000879830732736946
"sp|P08962|CD63_HUMAN"	"P08962"	"CD63"	"CD63 antigen OS=Homo sapiens OX=9606 GN=CD63 PE=1 SV=2"	2.9893	0	3	"sp|P08962|CD63_HUMAN"	87266.9437974668	99384.8045812836	102309.080916851	194968.862231067	133834.600965718	122291.548791163	235537.0724652	251075.768795191	213993.470311207	99384.8045812836	133834.600965718	235537.0724652	0.0828027730419189	0.259747036567582	0.0797395317915383	0.429353958558288	1.24485695814806	0	0	0	0.0205729999452077	2.00835080296925e-05	0.0708389895020554	0.000100870551607779	0.000244482639215548	0.000483178707088716
"sp|P09326|CD48_HUMAN"	"P09326"	"CD48"	"CD48 antigen OS=Homo sapiens OX=9606 GN=CD48 PE=1 SV=2"	18.8936	0	11	"sp|P09326|CD48_HUMAN"	18662467.4872288	19796859.2642726	20127918.2461837	23506006.8862113	22040972.2718165	20962009.5383061	48763452.1793751	50218882.4714562	44609854.7521534	19796859.2642726	22040972.2718165	48763452.1793751	0.0393539961538385	0.0575954538554215	0.0608110820447315	0.154916297992077	1.30052869679082	0.0526315789473684	0.0526315789473684	0	0.155245725958615	6.6769018613611e-06	0.278027198231515	6.62709581847032e-05	1.02479263268287e-06	1.20098505023185e-05
"sp|P09382|LEG1_HUMAN"	"P09382"	"LGALS1"	"Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2"	9.9258	0	8	"sp|P09382|LEG1_HUMAN"	1754357.70440589	2075336.74851465	2061068.0303716	3045582.50010369	2915401.89306515	2704174.690055	1564833.21927663	1596454.17891884	1502000.21402592	2061068.0303716	2915401.89306515	1564833.21927663	0.0923507156255457	0.0596525963990437	0.0309301927592828	0.500302649890383	-0.397383223010241	0	0	0	0.00395760232403168	0.0180523142983804	0.0274908049164094	0.0227804020913384	6.14667717295984e-05	0.00016329491167347
"sp|P09429|HMGB1_HUMAN"	"P09429"	"HMGB1"	"High mobility group protein B1 OS=Homo sapiens OX=9606 GN=HMGB1 PE=1 SV=3"	9.962	0	6	"sp|P09429|HMGB1_HUMAN"	4347764.25069489	3293117.57176765	5008535.51200395	4429323.6428647	5069429.52957611	6456984.99463247	4407779.50192911	3848666.56619497	4073789.74959445	4347764.25069489	5069429.52957611	4073789.74959445	0.205198208775852	0.194889862468855	0.0684457469014899	0.221549692677694	-0.0939021910876328	0	0	0	0.164021394578116	0.919771554010781	0.284187280189156	0.922533630749552	0.158599812920381	0.167105165663745
"sp|P09564|CD7_HUMAN"	"P09564"	"CD7"	"T-cell antigen CD7 OS=Homo sapiens OX=9606 GN=CD7 PE=1 SV=1"	9.9844	0	6	"sp|P09564|CD7_HUMAN"	2418199.83226489	2459457.76777085	2371923.41400928	2007924.07866802	2169449.71789684	2169272.02999251	6879812.35931461	5967249.77944415	6239253.86919056	2418199.83226489	2169272.02999251	6239253.86919056	0.0181215217930544	0.0440574228184963	0.0736424546449543	-0.156722488702126	1.36744004329185	0.0333333333333333	0	0	0.121659303369361	4.35503940573549e-06	0.240439096599803	6.56747162000348e-05	1.54373329262568e-07	1.07677447704228e-05
"sp|P09668|CATH_HUMAN"	"P09668"	"CTSH"	"Pro-cathepsin H OS=Homo sapiens OX=9606 GN=CTSH PE=1 SV=4"	2.9667	0	2	"sp|P09668|CATH_HUMAN"	53760.1439764668	58388.3259992124	58244.5026395041	97339.6079853886	71172.2347535181	54313.6942137183	32207.1554356093	31591.7315325372	26793.7182967083	58244.5026395041	71172.2347535181	31591.7315325372	0.0463319574014555	0.291889447265589	0.098147378367828	0.289192647612898	-0.882574875684311	0	0	0	0.164082601427617	0.000128182350287697	0.284187280189156	0.000313289609774822	0.000462784235645605	0.000815672478657689
